,Input Index,Position List,Identifier,Input Label,Label Name,BMU Distance
325,396,"[(4, 1), (4, 2)]",NDARINVZJ8TBWKJ,5,ABCD-ASD,0.7554661386609293
326,249,"[(4, 1), (3, 0)]",NDARINV22GRHDPN,5,ABCD-ASD,1.6732336963425145
327,266,"[(4, 1), (3, 0)]",NDARINV4NKVRBAJ,5,ABCD-ASD,2.80691350677267
328,295,"[(4, 1), (3, 0)]",NDARINVAWYGG9MN,5,ABCD-ASD,1.019018109068107
329,331,"[(4, 1), (3, 0)]",NDARINVGNJ6E24L,5,ABCD-ASD,1.2249456355801835
330,360,"[(4, 1), (3, 0)]",NDARINVP0ETGBGY,5,ABCD-ASD,0.881394412638019
331,379,"[(4, 1), (3, 0)]",NDARINVWJF0H153,5,ABCD-ASD,0.7397301507018343
338,350,"[(4, 1), (3, 1)]",NDARINVL3E24BP4,5,ABCD-ASD,1.0734631355655617
339,363,"[(4, 1), (3, 1)]",NDARINVPK0DBWJE,5,ABCD-ASD,0.8228583258733766
340,366,"[(4, 1), (3, 1)]",NDARINVTHW9XF3F,5,ABCD-ASD,0.6425169133391945
343,247,"[(4, 1), (2, 0)]",NDARINV1F5JEP46,5,ABCD-ASD,1.5205578825813417
344,394,"[(4, 1), (2, 0)]",NDARINVZ8ZP1RDT,5,ABCD-ASD,0.7820065037761242
346,241,"[(4, 1), (2, 1)]",NDARINV0N0JE94U,5,ABCD-ASD,0.3754673758785486
499,353,"[(3, 0), (0, 1)]",NDARINVLN9JCZ56,5,ABCD-ASD,0.8163323309179171
500,369,"[(3, 0), (0, 1)]",NDARINVTY6Z9MRD,5,ABCD-ASD,0.9610797874325524
501,299,"[(3, 0), (4, 1)]",NDARINVBKNVGWPC,5,ABCD-ASD,0.9569541992183951
504,268,"[(3, 0), (3, 1)]",NDARINV5E97AP49,5,ABCD-ASD,0.6804635927704564
505,326,"[(3, 0), (3, 1)]",NDARINVFE7U8CVF,5,ABCD-ASD,1.103021221739793
509,361,"[(3, 0), (0, 3)]",NDARINVP0JX713M,5,ABCD-ASD,1.2517366048664327
510,364,"[(3, 0), (0, 3)]",NDARINVPXTT0UB0,5,ABCD-ASD,2.5079286103118297
511,381,"[(3, 0), (0, 3)]",NDARINVX225RA0Y,5,ABCD-ASD,3.482473009088877
512,327,"[(3, 0), (1, 3)]",NDARINVFHF15G0J,5,ABCD-ASD,1.0600036614752837
513,262,"[(3, 0), (4, 3)]",NDARINV3Z6H844T,5,ABCD-ASD,1.9285272166006908
514,321,"[(3, 0), (4, 3)]",NDARINVEVN5HV9V,5,ABCD-ASD,1.1991356251137915
515,248,"[(3, 0), (0, 2)]",NDARINV1W5TLB74,5,ABCD-ASD,1.398570056801461
516,390,"[(3, 0), (0, 2)]",NDARINVYLNHN7LR,5,ABCD-ASD,1.019437812523432
517,310,"[(3, 0), (2, 2)]",NDARINVCPKCD2H0,5,ABCD-ASD,1.1940323773981956
518,330,"[(3, 1), (3, 0)]",NDARINVGKT12ZAH,5,ABCD-ASD,0.6001445621279269
519,260,"[(3, 1), (2, 0)]",NDARINV3U3CWTNF,5,ABCD-ASD,1.7186495260931072
520,284,"[(3, 1), (2, 0)]",NDARINV90VTTWND,5,ABCD-ASD,0.8216373451704168
521,308,"[(3, 1), (2, 0)]",NDARINVCERCRP3L,5,ABCD-ASD,1.7385359121638932
522,357,"[(3, 1), (2, 0)]",NDARINVMWTUT7TZ,5,ABCD-ASD,1.7987555041958463
524,355,"[(3, 1), (1, 2)]",NDARINVMHPNB2Y1,5,ABCD-ASD,0.6783236163897707
525,374,"[(3, 1), (2, 2)]",NDARINVVGTN3KC5,5,ABCD-ASD,0.6694494387805302
526,313,"[(3, 1), (3, 2)]",NDARINVD0KNT1VK,5,ABCD-ASD,1.2281814914374956
527,356,"[(3, 1), (3, 2)]",NDARINVMKPR1T1N,5,ABCD-ASD,0.5791303073666013
528,278,"[(3, 1), (4, 2)]",NDARINV7NW5NH08,5,ABCD-ASD,0.6646019966565285
529,392,"[(3, 1), (2, 1)]",NDARINVYXFTUKDF,5,ABCD-ASD,1.4832359480601627
530,378,"[(3, 1), (3, 1)]",NDARINVWAVA878R,5,ABCD-ASD,0.8345985933590936
531,383,"[(3, 1), (3, 1)]",NDARINVXLYL6ZUB,5,ABCD-ASD,1.461632095938081
